Date,Close
10/22/2012,1728.6
10/23/2012,1707.63
10/24/2012,1702.04
10/25/2012,1712.1
10/26/2012,1711.2
10/29/2012,1709.25
10/30/2012,1709.6
10/31/2012,1720.65
11/1/2012,1714.2
11/2/2012,1678
11/5/2012,1684.97
11/6/2012,1716
11/7/2012,1717.55
11/8/2012,1731.4
11/9/2012,1731.07
11/12/2012,1728.2
11/13/2012,1724.95
11/14/2012,1726.5
11/15/2012,1715.75
11/16/2012,1713.72
11/19/2012,1731.72
11/20/2012,1727.05
11/21/2012,1728.69
11/22/2012,1729.55
11/23/2012,1753
11/26/2012,1748.7
11/27/2012,1742.09
11/28/2012,1719.69
11/29/2012,1725.74
11/30/2012,1714.98
12/3/2012,1715.96
12/4/2012,1697.59
12/5/2012,1693.9
12/6/2012,1699.88
12/7/2012,1704.07
12/10/2012,1713.11
12/11/2012,1709.95
12/12/2012,1711.71
12/13/2012,1697.1
12/14/2012,1696.15
12/17/2012,1698.32
12/18/2012,1671.23
12/19/2012,1667.18
12/20/2012,1647.92
12/21/2012,1657.22
12/24/2012,1657.84
12/25/2012,1657.98
12/26/2012,1659.45
12/27/2012,1664.1
12/28/2012,1655.7
12/31/2012,1675.35
1/1/2013,1675.92
1/2/2013,1686.89
1/3/2013,1663.99
1/4/2013,1656.1
1/7/2013,1646.92
1/8/2013,1659.13
1/9/2013,1657.63
1/10/2013,1675.36
1/11/2013,1662.98
1/14/2013,1667.8
1/15/2013,1679.62
1/16/2013,1679.93
1/17/2013,1687.64
1/18/2013,1684.25
1/21/2013,1690.05
1/22/2013,1692.75
1/23/2013,1685.84
1/24/2013,1667.97
1/25/2013,1658.65
1/28/2013,1655.61
1/29/2013,1663.8
1/30/2013,1677
1/31/2013,1663.7
2/1/2013,1667.4
2/4/2013,1674.3
2/5/2013,1672.95
2/6/2013,1677.57
2/7/2013,1671.4
2/8/2013,1667.25
2/11/2013,1648.07
2/12/2013,1651.33
2/13/2013,1642.5
2/14/2013,1634.85
2/15/2013,1610.15
2/18/2013,1609.78
2/19/2013,1605.05
2/20/2013,1564.55
2/21/2013,1576.27
2/22/2013,1581.16
2/25/2013,1593.46
2/26/2013,1613.76
2/27/2013,1597.1
2/28/2013,1579.61
3/1/2013,1576.18
3/4/2013,1573.83
3/5/2013,1575.5
3/6/2013,1583.97
3/7/2013,1579
3/8/2013,1578.97
3/11/2013,1581.6
3/12/2013,1592.8
3/13/2013,1587.7
3/14/2013,1590.19
3/15/2013,1592.1
3/18/2013,1605.49
3/19/2013,1612.87
3/20/2013,1606.92
3/21/2013,1614.85
3/22/2013,1608.55
3/25/2013,1605.3
3/26/2013,1600.05
3/27/2013,1605.27
3/28/2013,1596.97
3/29/2013,1597.5
4/1/2013,1599.52
4/2/2013,1575.89
4/3/2013,1557.9
4/4/2013,1554.8
4/5/2013,1581.25
4/8/2013,1573.47
4/9/2013,1585.35
4/10/2013,1558.42
4/11/2013,1561.5
4/12/2013,1482.75
4/15/2013,1348.21
4/16/2013,1367.36
4/17/2013,1376.25
4/18/2013,1390.5
4/19/2013,1403.79
4/22/2013,1426.45
4/23/2013,1413
4/24/2013,1431.99
4/25/2013,1467.9
4/26/2013,1461.92
4/29/2013,1475.84
4/30/2013,1476.71
5/1/2013,1457.64
5/2/2013,1467.07
5/3/2013,1470.75
5/6/2013,1469.46
5/7/2013,1452.7
5/8/2013,1473.94
5/9/2013,1458.15
5/10/2013,1448.55
5/13/2013,1430.59
5/14/2013,1425.46
5/15/2013,1393.03
5/16/2013,1385.97
5/17/2013,1359.5
5/20/2013,1393.85
5/21/2013,1376.29
5/22/2013,1370.27
5/23/2013,1391.05
5/24/2013,1386.64
5/27/2013,1394.78
5/28/2013,1381.12
5/29/2013,1392.95
5/30/2013,1414
5/31/2013,1387.8
6/3/2013,1411.35
6/4/2013,1399.56
6/5/2013,1403.43
6/6/2013,1413.97
6/7/2013,1382.97
6/10/2013,1386.5
6/11/2013,1378.33
6/12/2013,1389.02
6/13/2013,1386.15
6/14/2013,1390.67
6/17/2013,1385.27
6/18/2013,1367.67
6/19/2013,1351.31
6/20/2013,1284.97
6/21/2013,1296.42
6/24/2013,1282.39
6/25/2013,1277.65
6/26/2013,1226.59
6/27/2013,1200.67
6/28/2013,1234.53
7/1/2013,1252.52
7/2/2013,1243.43
7/3/2013,1252.88
7/4/2013,1249.89
7/5/2013,1223.14
7/8/2013,1236.98
7/9/2013,1251.39
7/10/2013,1259.72
7/11/2013,1286.01
7/12/2013,1285.59
7/15/2013,1284.7
7/16/2013,1292.13
7/17/2013,1276.02
7/18/2013,1284.23
7/19/2013,1296.03
7/22/2013,1335.82
7/23/2013,1345.18
7/24/2013,1322.14
7/25/2013,1333.83
7/26/2013,1333.16
7/29/2013,1328.1
7/30/2013,1326.37
7/31/2013,1325.07
8/1/2013,1310.2
8/2/2013,1312.03
8/5/2013,1303.01
8/6/2013,1283.19
8/7/2013,1287.61
8/8/2013,1313.27
8/9/2013,1314.46
8/12/2013,1338.39
8/13/2013,1321.67
8/14/2013,1336.16
8/15/2013,1366.18
8/16/2013,1376.57
8/19/2013,1366
8/20/2013,1371.23
8/21/2013,1366.66
8/22/2013,1376.14
8/23/2013,1397.73
8/26/2013,1404.65
8/27/2013,1415.15
8/28/2013,1417.51
8/29/2013,1407.79
8/30/2013,1395.27
9/2/2013,1389.77
9/3/2013,1412.41
9/4/2013,1391.57
9/5/2013,1367.48
9/6/2013,1391.8
9/9/2013,1386.97
9/10/2013,1363.88
9/11/2013,1365.31
9/12/2013,1321.73
9/13/2013,1326.17
9/16/2013,1312.79
9/17/2013,1310.6
9/18/2013,1363.77
9/19/2013,1366.25
9/20/2013,1325.85
9/23/2013,1322.72
9/24/2013,1323.26
9/25/2013,1334.36
9/26/2013,1324.08
9/27/2013,1336.88
9/30/2013,1329.03
10/1/2013,1287.54
10/2/2013,1316.03
10/3/2013,1316.86
10/4/2013,1311.09
10/7/2013,1323.1
10/8/2013,1319.29
10/9/2013,1305.59
10/10/2013,1287.6
10/11/2013,1272.2
10/14/2013,1272.48
10/15/2013,1282.35
10/16/2013,1282.51
10/17/2013,1320.32
10/18/2013,1316.25
10/21/2013,1316.02
10/22/2013,1340.11
10/23/2013,1333.47
10/24/2013,1346.75
10/25/2013,1350.62
10/28/2013,1352.63
10/29/2013,1345.05
10/30/2013,1344.55
10/31/2013,1323.06
11/1/2013,1316.18
11/4/2013,1314.64
11/5/2013,1311.68
11/6/2013,1317.89
11/7/2013,1307.63
11/8/2013,1288.5
11/11/2013,1282.81
11/12/2013,1268.04
11/13/2013,1281.75
11/14/2013,1287.18
11/15/2013,1290.18
11/18/2013,1275.44
11/19/2013,1275.72
11/20/2013,1244.33
11/21/2013,1242.91
11/22/2013,1243.8
11/25/2013,1251.38
11/26/2013,1242.85
11/27/2013,1237.9
11/28/2013,1244.65
11/29/2013,1253.35
12/2/2013,1219.83
12/3/2013,1223.42
12/4/2013,1243.79
12/5/2013,1225.23
12/6/2013,1229.1
12/9/2013,1240.35
12/10/2013,1262.19
12/11/2013,1252.32
12/12/2013,1225.49
12/13/2013,1238.69
12/16/2013,1241.32
12/17/2013,1230.89
12/18/2013,1218.53
12/19/2013,1188.68
12/20/2013,1203.24
12/23/2013,1198.86
12/24/2013,1204.35
12/25/2013,1204.62
12/26/2013,1210.64
12/27/2013,1213.27
12/30/2013,1196.57
12/31/2013,1201.64
1/1/2014,1205.9
1/2/2014,1224.6
1/3/2014,1236.97
1/6/2014,1238.06
1/7/2014,1232.08
1/8/2014,1225.99
1/9/2014,1227.98
1/10/2014,1248.5
1/13/2014,1253.31
1/14/2014,1245.19
1/15/2014,1241.88
1/16/2014,1242.39
1/17/2014,1254.05
1/20/2014,1254.35
1/21/2014,1241.41
1/22/2014,1237.15
1/23/2014,1264.13
1/24/2014,1270.06
1/27/2014,1257.11
1/28/2014,1256.83
1/29/2014,1267.34
1/30/2014,1243.78
1/31/2014,1244.55
2/3/2014,1257.65
2/4/2014,1254.65
2/5/2014,1257.92
2/6/2014,1258.2
2/7/2014,1267.27
2/10/2014,1274.78
2/11/2014,1291.36
2/12/2014,1291.15
2/13/2014,1302.92
2/14/2014,1318.66
2/17/2014,1331.5
2/18/2014,1322.02
2/19/2014,1311.6
2/20/2014,1322.97
2/21/2014,1324.25
2/24/2014,1336.97
2/25/2014,1340.5
2/26/2014,1330.64
2/27/2014,1331.29
2/28/2014,1326.39
3/3/2014,1350.61
3/4/2014,1334.47
3/5/2014,1336.86
3/6/2014,1350.82
3/7/2014,1339.98
3/10/2014,1339.72
3/11/2014,1349.01
3/12/2014,1366.84
3/13/2014,1370.28
3/14/2014,1382.92
3/17/2014,1367.07
3/18/2014,1355.78
3/19/2014,1329.59
3/20/2014,1327.77
3/21/2014,1334.69
3/24/2014,1308.76
3/25/2014,1311.17
3/26/2014,1304.48
3/27/2014,1291.31
3/28/2014,1295.23
3/31/2014,1284.01
4/1/2014,1278.95
4/2/2014,1289.9
4/3/2014,1286.7
4/4/2014,1303.5
4/7/2014,1297.28
4/8/2014,1308.66
4/9/2014,1311.8
4/10/2014,1318.95
4/11/2014,1318.42
4/14/2014,1327.99
4/15/2014,1302.64
4/16/2014,1302.53
4/17/2014,1295.12
4/18/2014,1294.3
4/21/2014,1289.77
4/22/2014,1283.81
4/23/2014,1283.91
4/24/2014,1293.36
4/25/2014,1303.25
4/28/2014,1296.74
4/29/2014,1295.92
4/30/2014,1291.6
5/1/2014,1284.31
5/2/2014,1299.7
5/5/2014,1310.28
5/6/2014,1308.05
5/7/2014,1289.88
5/8/2014,1289.43
5/9/2014,1288.91
5/12/2014,1295.8
5/13/2014,1293.63
5/14/2014,1305.97
5/15/2014,1296.22
5/16/2014,1293.52
5/19/2014,1292.97
5/20/2014,1294.37
5/21/2014,1292.04
5/22/2014,1294.1
5/23/2014,1292.61
5/26/2014,1292.91
5/27/2014,1264.95
5/28/2014,1258.14
5/29/2014,1255.56
5/30/2014,1249.68
6/2/2014,1243.93
6/3/2014,1244.95
6/4/2014,1243.94
6/5/2014,1253.63
6/6/2014,1253.23
6/9/2014,1252.34
6/10/2014,1259.9
6/11/2014,1261.07
6/12/2014,1273.46
6/13/2014,1276.96
6/16/2014,1272
6/17/2014,1270.58
6/18/2014,1277.71
6/19/2014,1320.39
6/20/2014,1314.82
6/23/2014,1317.52
6/24/2014,1318.29
6/25/2014,1319.18
6/26/2014,1316.58
6/27/2014,1316.17
6/30/2014,1327.33
7/1/2014,1326.46
7/2/2014,1326.86
7/3/2014,1319.53
7/4/2014,1320.55
7/7/2014,1319.94
7/8/2014,1319.24
7/9/2014,1327.83
7/10/2014,1335.75
7/11/2014,1338.7
7/14/2014,1307.15
7/15/2014,1294.05
7/16/2014,1299.21
7/17/2014,1319.2
7/18/2014,1310.88
7/21/2014,1312.49
7/22/2014,1306.42
7/23/2014,1304.59
7/24/2014,1293.66
7/25/2014,1307.22
7/28/2014,1304.05
7/29/2014,1299.11
7/30/2014,1296.3
7/31/2014,1282.59
8/1/2014,1293.75
8/4/2014,1288.25
8/5/2014,1288.78
8/6/2014,1305.9
8/7/2014,1312.63
8/8/2014,1309.58
8/11/2014,1308.48
8/12/2014,1309.51
8/13/2014,1312.92
8/14/2014,1313.52
8/15/2014,1304.7
8/18/2014,1298.4
8/19/2014,1295.73
8/20/2014,1291.94
8/21/2014,1276.78
8/22/2014,1281.1
8/25/2014,1276.84
8/26/2014,1281.2
8/27/2014,1282.63
8/28/2014,1289.65
8/29/2014,1287.32
9/1/2014,1286
9/2/2014,1265.4
9/3/2014,1269.4
9/4/2014,1261.67
9/5/2014,1268.81
9/8/2014,1255.45
9/9/2014,1255.47
9/10/2014,1249.77
9/11/2014,1240.92
9/12/2014,1229.65
9/15/2014,1233.22
9/16/2014,1235.55
9/17/2014,1223.51
9/18/2014,1225.15
9/19/2014,1215.7
9/22/2014,1215.08
9/23/2014,1223.42
9/24/2014,1217.09
9/25/2014,1221.58
9/26/2014,1218.38
9/29/2014,1215.81
9/30/2014,1208.15
10/1/2014,1213.82
10/2/2014,1214.57
10/3/2014,1191.42
10/6/2014,1207.3
10/7/2014,1209.01
10/8/2014,1221.14
10/9/2014,1224.33
10/10/2014,1223.16
10/13/2014,1235.87
10/14/2014,1232.83
10/15/2014,1242.02
10/16/2014,1238.81
10/17/2014,1238.32
10/20/2014,1246.91
10/21/2014,1248.7
10/22/2014,1241.27
10/23/2014,1231.84
10/24/2014,1231.01
10/27/2014,1226.62
10/28/2014,1228.52
10/29/2014,1212.15
10/30/2014,1198.85
10/31/2014,1172.94
11/3/2014,1165.63
11/4/2014,1168.39
11/5/2014,1140.54
11/6/2014,1141.92
11/7/2014,1177.97
11/10/2014,1151.47
11/11/2014,1164.33
11/12/2014,1162.6
11/13/2014,1162.55
11/14/2014,1188.75
11/17/2014,1186.57
11/18/2014,1197.08
11/19/2014,1182.68
11/20/2014,1193.79
11/21/2014,1201.55
11/24/2014,1197.14
11/25/2014,1200.98
11/26/2014,1197.87
11/27/2014,1192.67
11/28/2014,1167.38
12/1/2014,1212.1
12/2/2014,1198.28
12/3/2014,1209.43
12/4/2014,1205.27
12/5/2014,1192.35
12/8/2014,1203.51
12/9/2014,1231.06
12/10/2014,1226.31
12/11/2014,1227.72
12/12/2014,1222.59
12/15/2014,1193.23
12/16/2014,1197.01
12/17/2014,1189.71
12/18/2014,1198.57
12/19/2014,1195.74
12/22/2014,1176.44
12/23/2014,1176.57
12/24/2014,1173.8
12/25/2014,1173.8
12/26/2014,1196
12/29/2014,1183.29
12/30/2014,1200.55
12/31/2014,1184.37
1/1/2015,1181.98
1/2/2015,1188.39
1/5/2015,1204.86
1/6/2015,1218.58
1/7/2015,1211.41
1/8/2015,1208.79
1/9/2015,1223.25
1/12/2015,1233.31
1/13/2015,1230.64
1/14/2015,1228.72
1/15/2015,1262.75
1/16/2015,1280.45
1/19/2015,1275.65
1/20/2015,1295.32
1/21/2015,1293.09
1/22/2015,1302.25
1/23/2015,1294.08
1/26/2015,1281.4
1/27/2015,1292.34
1/28/2015,1284.49
1/29/2015,1257.27
1/30/2015,1283.79
2/2/2015,1274.41
2/3/2015,1260.52
2/4/2015,1269.35
2/5/2015,1264.82
2/6/2015,1234.04
2/9/2015,1239.03
2/10/2015,1233.55
2/11/2015,1218.83
2/12/2015,1221.98
2/13/2015,1229.76
2/16/2015,1232.55
2/17/2015,1209.89
2/18/2015,1212.42
2/19/2015,1206.84
2/20/2015,1201.94
2/23/2015,1201.83
2/24/2015,1200.53
2/25/2015,1205
2/26/2015,1209.49
2/27/2015,1213.18
3/2/2015,1206.83
3/3/2015,1203.74
3/4/2015,1200.34
3/5/2015,1198.4
3/6/2015,1167.29
3/9/2015,1167.21
3/10/2015,1161.84
3/11/2015,1155.31
3/12/2015,1153.73
3/13/2015,1158.48
3/16/2015,1154.81
3/17/2015,1149.57
3/18/2015,1167.61
3/19/2015,1171.18
3/20/2015,1182.54
3/23/2015,1189.54
3/24/2015,1193.28
3/25/2015,1195.47
3/26/2015,1204.81
3/27/2015,1198.55
3/30/2015,1186.07
3/31/2015,1183.57
4/1/2015,1203.98
4/2/2015,1202.61
4/3/2015,1206.91
4/6/2015,1214.84
4/7/2015,1209.22
4/8/2015,1202.57
4/9/2015,1194.81
4/10/2015,1207.59
4/13/2015,1198.88
4/14/2015,1192.78
4/15/2015,1202.58
4/16/2015,1198.55
4/17/2015,1204.22
4/20/2015,1195.89
4/21/2015,1202.41
4/22/2015,1187.13
4/23/2015,1193.97
4/24/2015,1179
4/27/2015,1202.15
4/28/2015,1212.17
4/29/2015,1204.71
4/30/2015,1184.37
5/1/2015,1178.46
5/4/2015,1188.33
5/5/2015,1193.34
5/6/2015,1192.24
5/7/2015,1184.51
5/8/2015,1188.39
5/11/2015,1183.97
5/12/2015,1193.94
5/13/2015,1215.75
5/14/2015,1221.14
5/15/2015,1224.8
5/18/2015,1225.51
5/19/2015,1207.86
5/20/2015,1209.8
5/21/2015,1204.86
5/22/2015,1206.21
5/25/2015,1206.6
5/26/2015,1187.3
5/27/2015,1188.09
5/28/2015,1188.4
5/29/2015,1190.58
6/1/2015,1189.2
6/2/2015,1193.01
6/3/2015,1185.17
6/4/2015,1176.89
6/5/2015,1171.94
6/8/2015,1174.07
6/9/2015,1176.8
6/10/2015,1186.06
6/11/2015,1182.01
6/12/2015,1181.63
6/15/2015,1186.43
6/16/2015,1182.07
6/17/2015,1185.55
6/18/2015,1201.94
6/19/2015,1200.27
6/22/2015,1185.98
6/23/2015,1178.63
6/24/2015,1175.4
6/25/2015,1173.17
6/26/2015,1175.52
6/29/2015,1179.83
6/30/2015,1172.35
7/1/2015,1168.79
7/2/2015,1166.26
7/3/2015,1169.1
7/6/2015,1170.33
7/7/2015,1155.26
7/8/2015,1158.33
7/9/2015,1159.43
7/10/2015,1163.74
7/13/2015,1157.98
7/14/2015,1156.06
7/15/2015,1149.45
7/16/2015,1145.39
7/17/2015,1134.14
7/20/2015,1096.5
7/21/2015,1101.25
7/22/2015,1094.24
7/23/2015,1090.7
7/24/2015,1099.11
7/27/2015,1093.98
7/28/2015,1095.48
7/29/2015,1096.85
7/30/2015,1088.76
7/31/2015,1095.8
8/3/2015,1086.79
8/4/2015,1087.7
8/5/2015,1085.03
8/6/2015,1089.55
8/7/2015,1094.15
8/10/2015,1104.51
8/11/2015,1108.95
8/12/2015,1124.47
8/13/2015,1115.1
8/14/2015,1115.07
8/17/2015,1117.7
8/18/2015,1117.71
8/19/2015,1133.88
8/20/2015,1152.2
8/21/2015,1160.77
8/24/2015,1155.11
8/25/2015,1140.49
8/26/2015,1125.26
8/27/2015,1125
8/28/2015,1133.6
8/31/2015,1134.93
9/1/2015,1140.27
9/2/2015,1134.05
9/3/2015,1125.46
9/4/2015,1121.85
9/7/2015,1119.35
9/8/2015,1121.55
9/9/2015,1107.85
9/10/2015,1110.75
9/11/2015,1107.95
9/14/2015,1109.1
9/15/2015,1105.35
9/16/2015,1119.52
9/17/2015,1131.51
9/18/2015,1139.23
9/21/2015,1133.44
9/22/2015,1124.76
9/23/2015,1130.3
9/24/2015,1153.95
9/25/2015,1146.2
9/28/2015,1131.95
9/29/2015,1127.43
9/30/2015,1115.09
10/1/2015,1113.61
10/2/2015,1138.6
10/5/2015,1135.75
10/6/2015,1147.24
10/7/2015,1145.54
10/8/2015,1139.01
10/9/2015,1156.53
10/12/2015,1163.85
10/13/2015,1168.84
10/14/2015,1184.13
10/15/2015,1183.1
10/16/2015,1177.3
10/19/2015,1170.79
10/20/2015,1176.04
10/21/2015,1167.18
10/22/2015,1166.05
10/23/2015,1164.45
10/26/2015,1163.04
10/27/2015,1166.88
10/28/2015,1156.1
10/29/2015,1145.97
10/30/2015,1142.11
11/2/2015,1133.84
11/3/2015,1117.79
11/4/2015,1107.9
11/5/2015,1103.92
11/6/2015,1089.8
11/9/2015,1092.31
11/10/2015,1089.67
11/11/2015,1086.26
11/12/2015,1085.2
11/13/2015,1083.91
11/16/2015,1082.76
11/17/2015,1070.3
11/18/2015,1070.73
11/19/2015,1082.21
11/20/2015,1078.01
11/23/2015,1069.18
11/24/2015,1075.65
11/25/2015,1071.12
11/26/2015,1072.33
11/27/2015,1057.45
11/30/2015,1064.77
12/1/2015,1069.29
12/2/2015,1053.7
12/3/2015,1062.11
12/4/2015,1086.44
12/7/2015,1071.34
12/8/2015,1074.96
12/9/2015,1072.78
12/10/2015,1071.58
12/11/2015,1074.77
12/14/2015,1059.86
12/15/2015,1061.22
12/16/2015,1072.32
12/17/2015,1051.1
12/18/2015,1066.25
12/21/2015,1078.4
12/22/2015,1072.43
12/23/2015,1070.5
12/24/2015,1076.1
12/28/2015,1069.08
12/29/2015,1069.11
12/30/2015,1061.44
12/31/2015,1061.1
1/4/2016,1074.61
1/5/2016,1077.68
1/6/2016,1093.67
1/7/2016,1108.97
1/8/2016,1104.15
1/11/2016,1094.2
1/12/2016,1086.56
1/13/2016,1093.59
1/14/2016,1078.38
1/15/2016,1088.88
1/18/2016,1089.68
1/19/2016,1087.41
1/20/2016,1100.92
1/21/2016,1101.2
1/22/2016,1097.95
1/25/2016,1107.9
1/26/2016,1119.91
1/27/2016,1124.97
1/28/2016,1115.33
1/29/2016,1118.21
2/1/2016,1128.41
2/2/2016,1129.01
2/3/2016,1142.63
2/4/2016,1155.59
2/5/2016,1173.4
2/8/2016,1189.23
2/9/2016,1189.13
2/10/2016,1197.12
2/11/2016,1246.7
2/12/2016,1237.97
2/15/2016,1209.3
2/16/2016,1200.44
2/17/2016,1208.5
2/18/2016,1230.87
2/19/2016,1226.8
2/22/2016,1208.63
2/23/2016,1226.85
2/24/2016,1228.75
2/25/2016,1232.91
2/26/2016,1223.46
2/29/2016,1238.67
3/1/2016,1232.15
3/2/2016,1239.98
3/3/2016,1264.25
3/4/2016,1258.95
3/7/2016,1267.33
3/8/2016,1261.44
3/9/2016,1253.23
3/10/2016,1272.25
3/11/2016,1249.45
3/14/2016,1235.27
3/15/2016,1232.38
3/16/2016,1262.57
3/17/2016,1257.97
3/18/2016,1255.4
3/21/2016,1243.75
3/22/2016,1248.32
3/23/2016,1220.11
3/24/2016,1216.82
3/25/2016,1217.05
3/28/2016,1221.71
3/29/2016,1242.2
3/30/2016,1225.02
3/31/2016,1232.75
4/1/2016,1222.6
4/4/2016,1215.43
4/5/2016,1231.35
4/6/2016,1222.47
4/7/2016,1240.45
4/8/2016,1240.69
4/11/2016,1257.88
4/12/2016,1255.63
4/13/2016,1242.47
4/14/2016,1227.89
4/15/2016,1233.99
4/18/2016,1232.49
4/19/2016,1250.19
4/20/2016,1244.25
4/21/2016,1248.05
4/22/2016,1233.03
4/25/2016,1237.97
4/26/2016,1243.4
4/27/2016,1245.83
4/28/2016,1266.26
4/29/2016,1293.53
5/2/2016,1291.55
5/3/2016,1286.5
5/4/2016,1279.68
5/5/2016,1277.74
5/6/2016,1288.99
5/9/2016,1263.88
5/10/2016,1265.84
5/11/2016,1277.21
5/12/2016,1263.68
5/13/2016,1273.45
5/16/2016,1274.16
5/17/2016,1278.95
5/18/2016,1258.5
5/19/2016,1254.75
5/20/2016,1251.98
5/23/2016,1249.13
5/24/2016,1227.21
5/25/2016,1224.41
5/26/2016,1219.8
5/27/2016,1212.38
5/30/2016,1204.95
5/31/2016,1215.32
6/1/2016,1212.98
6/2/2016,1211
6/3/2016,1244.2
6/6/2016,1245.34
6/7/2016,1243.81
6/8/2016,1262.8
6/9/2016,1269.8
6/10/2016,1274.24
6/13/2016,1283.86
6/14/2016,1285.72
6/15/2016,1291.75
6/16/2016,1278.43
6/17/2016,1298.65
6/20/2016,1289.9
6/21/2016,1268.12
6/22/2016,1266.22
6/23/2016,1256.84
6/24/2016,1315.75
