Date,y
11/16/12,-0.038058408
1/29/13,0.041605495
8/12/15,0.25604725
12/20/19,-0.40552756
5/10/13,0.31487092
6/14/12,0.2405535
5/15/19,0.014046304
10/31/18,-0.028901685
3/26/14,-0.22519962
10/18/18,-0.17121346
9/26/17,-0.09199223
6/24/19,-0.16845492
7/17/18,-0.06417327
3/3/22,0.028001249
8/12/16,-0.022739224
3/8/16,0.5206282
1/28/20,-0.012410119
7/8/13,-0.00610663
7/27/17,-0.17190106
2/3/15,0.6828393
7/11/18,-0.06096696
1/25/13,0.12943262
9/20/21,-0.20760402
5/16/18,-0.14679243
8/15/18,0.09637621
9/15/17,-0.006194666
11/16/16,0.15219624
1/26/22,-0.04986164
10/14/20,-0.00027600303
7/2/13,0.20278418
9/26/19,-0.13064721
6/10/15,0.100949824
8/15/12,0.28143877
9/16/16,0.09886539
4/4/13,-0.45108736
11/5/21,0.082591295
5/23/13,0.36962587
7/16/19,-0.14692658
5/29/15,0.5192243
12/21/21,-0.02395261
9/15/21,-0.0040876046
7/15/13,-0.07130227
7/31/18,0.07089597
4/29/21,0.1141821
2/23/21,0.45102945
4/28/21,0.067400545
10/16/20,-0.18546201
11/16/17,-0.061624426
3/4/21,0.47351858
8/7/14,0.01588735
4/12/16,-0.033255514
4/22/13,-0.076724604
6/14/19,-0.06932892
8/10/18,-0.021185108
12/26/17,0.026283503
3/8/12,0.040774778
9/27/12,0.23520958
2/20/19,-0.03661274
5/14/20,3.8907454
6/1/15,0.3200759
2/6/15,0.39057094
7/9/14,-0.06021461
7/2/12,0.4002667
9/17/14,-0.14524266
10/27/16,0.066045284
5/7/15,0.27439916
8/1/14,-0.0066383965
11/3/16,-0.060614653
12/16/15,0.32892454
8/28/14,-0.43733028
7/12/18,-0.0679682
8/2/12,0.3536174
9/22/21,-0.16997325
6/20/17,-0.035554036
6/23/14,-0.3182158
7/17/12,0.10439013
8/28/13,-0.045588113
7/30/18,0.07494493
6/3/20,1.8612477
5/16/18,-0.15761697
11/12/21,0.037676297
8/29/12,0.19478026
6/28/18,0.05441878
3/27/19,0.34468338
4/21/17,0.12067947
11/5/21,0.08844906
3/17/20,-0.06410064
6/5/13,0.5873176
8/3/18,0.06623416
11/10/21,0.08080694
3/21/12,0.31713808
4/28/20,1.8118813
3/3/16,0.46682867
9/18/15,0.45897678
12/31/14,0.10042772
9/24/18,0.029206648
6/6/19,0.025491305
1/3/18,-0.06462352
6/6/13,0.31283852
2/21/18,-0.12215042
4/18/19,0.59272456
5/23/17,-0.028028227
3/11/15,0.3164331
8/6/21,-0.12654418
6/12/14,-0.015403215
7/6/21,-0.082251675
12/26/12,0.62813723
9/19/19,-0.26432145
2/2/17,-0.18608081
3/17/14,-0.14820448
8/26/21,-0.07603078
1/25/18,-0.14643466
6/4/20,1.4483832
7/22/21,-0.14459018
7/9/19,-0.09584785
6/29/17,-0.18788676
12/14/16,0.16529533
9/11/18,-0.099341124
11/25/14,0.2944704
6/17/14,-0.2645008
4/26/18,-0.14293385
2/1/13,0.26385865
10/26/21,0.050628647
2/18/20,-0.035453044
3/30/22,0.21283
10/15/14,0.6522614
1/3/13,0.41752803
10/2/13,0.3413611
5/15/19,0.069461316
3/15/17,0.0089755505
4/4/18,-0.19775507
5/7/20,4.4309645
4/15/13,-0.11442553
3/18/14,-0.1680331
1/31/19,-0.2987873
1/7/15,0.15135223
7/3/19,-0.038075395
11/17/15,0.5377743
11/18/20,-0.17476249
5/24/12,0.1034106
3/16/21,-0.11624552
12/11/14,0.21951917
11/16/16,0.0013745725
10/24/19,-0.1613926
7/13/16,0.14327039
11/14/17,-0.0050121695
1/18/17,0.08956911
11/16/16,-0.03146018
6/2/21,-0.23814856
3/30/21,-0.11950863
12/17/20,-0.20973496
2/20/20,-0.021785155
6/2/15,0.6418698
3/7/12,-0.01719296
2/16/21,-0.04074821
10/16/19,-0.052656792
12/3/20,-0.16193804
10/7/19,-0.059053674
3/31/20,0.30349818
3/24/15,0.27874228
1/9/19,-0.19573894
4/20/20,1.195484
2/5/21,-0.07615629
1/8/14,0.2681812
12/2/19,-0.16429326
1/25/21,-0.18253793
12/9/14,0.3914848
7/9/21,-0.09514183
4/2/15,0.1618784
6/3/15,0.6575209
3/22/18,-0.019787781
2/1/17,-0.19145514
5/23/19,0.16460449
1/24/19,-0.42054763
